group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.405,0.48,0.0,-1,COVER_G_BN,10.0
M_25-34_sales-marketing_Long,executive-managerial_Sci-Fi,0.41,0.52,0.0,-1,COVER_G_BN,10.0
F_Children's,other_Long_Action,0.44,0.525,0.0,-1,COVER_G_BN,10.0
18-24_Action,F_50-55,0.46,0.54,0.0,-1,COVER_G_BN,10.0
other_Horror,M_college-grad student_Sci-Fi,0.47,0.565,0.0,-1,COVER_G_BN,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.475,0.59,0.0,-1,COVER_G_BN,10.0
25-34_Romance,35-44_self-employed_Long,0.49,0.605,0.0,-1,COVER_G_BN,10.0
18-24_Long_Adventure,25-34_lawyer_Long,0.5,0.62,0.0,-1,COVER_G_BN,10.0
artist,50-55_Drama,0.515,0.625,0.0,-1,COVER_G_BN,10.0
F_executive-managerial_Drama,M_25-34_programmer,0.52,0.64,0.0,-1,COVER_G_BN,10.0
M_executive-managerial_Long_Action,25-34_executive-managerial_Comedy,0.53,0.65,0.0,-1,COVER_G_BN,10.0
25-34_technician-engineer_Comedy,25-34_academic-educator,0.54,0.66,0.0,-1,COVER_G_BN,10.0
other_Horror,academic-educator_Long_Comedy,0.54,0.675,0.0,-1,COVER_G_BN,10.0
M_25-34_sales-marketing,M_35-44_programmer,0.54,0.69,0.0,-1,COVER_G_BN,10.0
25-34_college-grad student_Long_Action,25-34_Long_War,0.54,0.705,0.0,-1,COVER_G_BN,10.0
F_18-24_Comedy,M_45-49_retired_Long,0.555,0.705,0.0,-1,COVER_G_BN,10.0
M_lawyer,M_45-49_executive-managerial_Long,0.57,0.705,0.0,-1,COVER_G_BN,10.0
M_35-44_technician-engineer_Long,other_Long_Children's,0.585,0.705,0.0,-1,COVER_G_BN,10.0
college-grad student_Horror,M_35-44_Action,0.585,0.715,0.0,-1,COVER_G_BN,10.0
F_Long_Horror,18-24_sales-marketing_Long,0.595,0.715,0.0,-1,COVER_G_BN,10.0
M_25-34_executive-managerial_Long,25-34_other_Children's,0.605,0.715,0.0,-1,COVER_G_BN,10.0
M_other_Horror,M_18-24_programmer_Comedy,0.605,0.72,0.0,-1,COVER_G_BN,10.0
artist_Long,M_technician-engineer_Long_Children's,0.605,0.725,0.0,-1,COVER_G_BN,10.0
F_Musical,F_35-44_clerical-admin_Long,0.605,0.73,0.0,-1,COVER_G_BN,10.0
F_Animation,F_other_Long_Comedy,0.605,0.735,0.0,-1,COVER_G_BN,10.0
clerical-admin,M_Crime,0.035,0.195,1.4623472852308372e-05,-1,COVER_𝛂_100,10.0
Musical,sales-marketing,0.19,0.225,0.0,-1,COVER_𝛂_100,10.0
clerical-admin,M_Crime,0.035,0.195,1.4623472852308372e-05,-1,COVER_𝛂_200,10.0
Musical,sales-marketing,0.19,0.225,0.0,-1,COVER_𝛂_200,10.0
M_other_Horror,M_18-24_programmer_Comedy,0.03,0.01,0.0,25,TRAD_BY,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.07,0.08,0.0,25,TRAD_BY,10.0
artist,50-55_Drama,0.09,0.11,0.0,25,TRAD_BY,10.0
F_executive-managerial_Drama,M_45-49_executive-managerial_Long,0.105,0.125,0.0,25,TRAD_BY,10.0
M_executive-managerial_Drama,F_homemaker,0.15,0.135,0.0,25,TRAD_BY,10.0
F_Animation,M_45-49_retired_Long,0.19,0.14,0.0,25,TRAD_BY,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.235,0.155,0.0,25,TRAD_BY,10.0
F_Musical,M_25-34_other_Adventure,0.255,0.17,0.0,25,TRAD_BY,10.0
18-24_Long_Musical,F_academic-educator_Long_Drama,0.26,0.2,0.0,25,TRAD_BY,10.0
Musical,M_other_Comedy,0.315,0.215,0.0,25,TRAD_BY,10.0
M_other_Long_Horror,M_18-24_programmer_Comedy,0.315,0.215,0.0,25,TRAD_BY,10.0
F_25-34_Long_Horror,F_25-34_academic-educator,0.32,0.225,0.0,25,TRAD_BY,10.0
artist_Long,M_technician-engineer_Long_Children's,0.32,0.24,0.0,25,TRAD_BY,10.0
M_25-34_lawyer_Long,M_scientist_Action,0.335,0.245,0.0,25,TRAD_BY,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.345,0.305,0.0,25,TRAD_BY,10.0
M_executive-managerial_Long_Action,M_scientist_Long_Action,0.355,0.305,0.0,25,TRAD_BY,10.0
M_25-34_sales-marketing_Long,25-34_Long_Fantasy,0.36,0.305,0.0,25,TRAD_BY,10.0
M_25-34_sales-marketing_Long,executive-managerial_Sci-Fi,0.36,0.335,0.0,25,TRAD_BY,10.0
25-34_Western,M_45-49_executive-managerial_Long,0.385,0.335,0.0,25,TRAD_BY,10.0
other_Horror,academic-educator_Long_Comedy,0.39,0.375,0.0,25,TRAD_BY,10.0
F_Animation,M_retired_Long,0.39,0.375,0.0,25,TRAD_BY,10.0
M_18-24_Sci-Fi,25-34_other_Children's,0.39,0.375,0.0,25,TRAD_BY,10.0
M_25-34_sales-marketing_Long,F_academic-educator_Drama,0.39,0.375,0.0,25,TRAD_BY,10.0
M_25-34_lawyer,M_scientist_Action,0.39,0.375,0.0,25,TRAD_BY,10.0
other_Long_Horror,18-24_sales-marketing_Long,0.39,0.39,0.0,25,TRAD_BY,10.0
M_other_Horror,M_18-24_programmer_Comedy,0.03,0.01,0.0,25,TRAD_BN,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.07,0.08,0.0,25,TRAD_BN,10.0
artist,50-55_Drama,0.09,0.11,0.0,25,TRAD_BN,10.0
F_executive-managerial_Drama,M_45-49_executive-managerial_Long,0.105,0.125,0.0,25,TRAD_BN,10.0
M_executive-managerial_Drama,F_homemaker,0.15,0.135,0.0,25,TRAD_BN,10.0
F_Animation,M_45-49_retired_Long,0.19,0.14,0.0,25,TRAD_BN,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.235,0.155,0.0,25,TRAD_BN,10.0
F_Musical,M_25-34_other_Adventure,0.255,0.17,0.0,25,TRAD_BN,10.0
18-24_Long_Musical,F_academic-educator_Long_Drama,0.26,0.2,0.0,25,TRAD_BN,10.0
Musical,M_other_Comedy,0.315,0.215,0.0,25,TRAD_BN,10.0
M_other_Long_Horror,M_18-24_programmer_Comedy,0.315,0.215,0.0,25,TRAD_BN,10.0
F_25-34_Long_Horror,F_25-34_academic-educator,0.32,0.225,0.0,25,TRAD_BN,10.0
artist_Long,M_technician-engineer_Long_Children's,0.32,0.24,0.0,25,TRAD_BN,10.0
M_25-34_lawyer_Long,M_scientist_Action,0.335,0.245,0.0,25,TRAD_BN,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.345,0.305,0.0,25,TRAD_BN,10.0
M_executive-managerial_Long_Action,M_scientist_Long_Action,0.355,0.305,0.0,25,TRAD_BN,10.0
M_25-34_sales-marketing_Long,25-34_Long_Fantasy,0.36,0.305,0.0,25,TRAD_BN,10.0
M_25-34_sales-marketing_Long,executive-managerial_Sci-Fi,0.36,0.335,0.0,25,TRAD_BN,10.0
25-34_Western,M_45-49_executive-managerial_Long,0.385,0.335,0.0,25,TRAD_BN,10.0
other_Horror,academic-educator_Long_Comedy,0.39,0.375,0.0,25,TRAD_BN,10.0
F_Animation,M_retired_Long,0.39,0.375,0.0,25,TRAD_BN,10.0
M_18-24_Sci-Fi,25-34_other_Children's,0.39,0.375,0.0,25,TRAD_BN,10.0
M_25-34_sales-marketing_Long,F_academic-educator_Drama,0.39,0.375,0.0,25,TRAD_BN,10.0
M_25-34_lawyer,M_scientist_Action,0.39,0.375,0.0,25,TRAD_BN,10.0
other_Long_Horror,18-24_sales-marketing_Long,0.39,0.39,0.0,25,TRAD_BN,10.0
25-34_Horror,Long_Crime,0.16,0.24,0.0014468082746562,25,COVER_G_BY,10.0
<18,Long_Romance,0.21,0.385,0.0014673288761634,25,COVER_G_BY,10.0
Musical,sales-marketing,0.3,0.41,0.0,25,COVER_G_BY,10.0
M_Western,25-34_Animation,0.365,0.435,0.000770343283361,25,COVER_G_BY,10.0
clerical-admin_Long,18-24_Drama,0.385,0.5,0.0004609166035862,25,COVER_G_BY,10.0
18-24_Action,F_50-55,0.425,0.51,0.0,25,COVER_G_BY,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.43,0.55,0.0,25,COVER_G_BY,10.0
F_Children's,other_Long_Action,0.455,0.57,0.0,25,COVER_G_BY,10.0
25-34_college-grad student_Long_Action,25-34_Long_War,0.47,0.6,0.0,25,COVER_G_BY,10.0
M_Long_Musical,academic-educator_Drama,0.47,0.645,0.0,25,COVER_G_BY,10.0
M_executive-managerial_Long_Action,25-34_executive-managerial_Comedy,0.495,0.66,0.0,25,COVER_G_BY,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.52,0.665,0.0,25,COVER_G_BY,10.0
M_18-24_Horror,executive-managerial_Long_Sci-Fi,0.525,0.69,0.0,25,COVER_G_BY,10.0
artist_Long,M_technician-engineer_Long_Children's,0.54,0.7,0.0,25,COVER_G_BY,10.0
other_Horror,M_college-grad student_Sci-Fi,0.545,0.72,0.0,25,COVER_G_BY,10.0
M_executive-managerial_Drama,F_homemaker,0.555,0.73,0.0,25,COVER_G_BY,10.0
F_executive-managerial_Drama,M_25-34_programmer,0.56,0.745,0.0,25,COVER_G_BY,10.0
18-24_Long_Adventure,25-34_lawyer_Long,0.57,0.755,0.0,25,COVER_G_BY,10.0
25-34_technician-engineer_Comedy,25-34_academic-educator,0.58,0.765,0.0,25,COVER_G_BY,10.0
M_25-34_sales-marketing,M_35-44_programmer,0.58,0.78,0.0,25,COVER_G_BY,10.0
F_18-24_Comedy,M_45-49_retired_Long,0.595,0.78,0.0,25,COVER_G_BY,10.0
M_18-24_Long_Horror,18-24_Long_Thriller,0.595,0.795,0.0,25,COVER_G_BY,10.0
M_lawyer,M_45-49_executive-managerial_Long,0.61,0.795,0.0,25,COVER_G_BY,10.0
25-34_Romance,35-44_self-employed_Long,0.62,0.8,0.0,25,COVER_G_BY,10.0
unemployed_Long,M_writer_Long,0.62,0.815,0.0001083031115782,25,COVER_G_BY,10.0
clerical-admin,M_Long_Crime,0.035,0.195,1.4623472852308372e-05,25,COVER_G_BN,10.0
Musical,sales-marketing,0.19,0.225,0.0,25,COVER_G_BN,10.0
college-grad student_Action,other_Sci-Fi,0.25,0.265,0.0,25,COVER_G_BN,10.0
M_25-34_Long_Western,18-24_Thriller,0.285,0.315,0.0,25,COVER_G_BN,10.0
M_Long_Musical,academic-educator_Drama,0.285,0.38,0.0,25,COVER_G_BN,10.0
K-12 student,25-34_Long_Animation,0.32,0.41,2.143087277428787e-05,25,COVER_G_BN,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.36,0.425,0.0,25,COVER_G_BN,10.0
M_executive-managerial_Drama,F_homemaker,0.395,0.44,0.0,25,COVER_G_BN,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.405,0.48,0.0,25,COVER_G_BN,10.0
M_25-34_sales-marketing_Long,executive-managerial_Sci-Fi,0.41,0.52,0.0,25,COVER_G_BN,10.0
F_Children's,other_Long_Action,0.44,0.525,0.0,25,COVER_G_BN,10.0
18-24_Action,F_50-55,0.46,0.54,0.0,25,COVER_G_BN,10.0
other_Horror,M_college-grad student_Sci-Fi,0.47,0.565,0.0,25,COVER_G_BN,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.475,0.59,0.0,25,COVER_G_BN,10.0
25-34_Romance,35-44_self-employed_Long,0.49,0.605,0.0,25,COVER_G_BN,10.0
18-24_Long_Adventure,25-34_lawyer_Long,0.5,0.62,0.0,25,COVER_G_BN,10.0
artist,50-55_Drama,0.515,0.625,0.0,25,COVER_G_BN,10.0
F_executive-managerial_Drama,M_25-34_programmer,0.52,0.64,0.0,25,COVER_G_BN,10.0
M_executive-managerial_Long_Action,25-34_executive-managerial_Comedy,0.53,0.65,0.0,25,COVER_G_BN,10.0
25-34_technician-engineer_Comedy,25-34_academic-educator,0.54,0.66,0.0,25,COVER_G_BN,10.0
other_Horror,academic-educator_Long_Comedy,0.54,0.675,0.0,25,COVER_G_BN,10.0
M_25-34_sales-marketing,M_35-44_programmer,0.54,0.69,0.0,25,COVER_G_BN,10.0
25-34_college-grad student_Long_Action,25-34_Long_War,0.54,0.705,0.0,25,COVER_G_BN,10.0
F_18-24_Comedy,M_45-49_retired_Long,0.555,0.705,0.0,25,COVER_G_BN,10.0
M_lawyer,M_45-49_executive-managerial_Long,0.57,0.705,0.0,25,COVER_G_BN,10.0
clerical-admin,M_Crime,0.035,0.195,1.4623472852308372e-05,25,COVER_𝛂_100,10.0
Musical,sales-marketing,0.19,0.225,0.0,25,COVER_𝛂_100,10.0
clerical-admin,M_Crime,0.035,0.195,1.4623472852308372e-05,25,COVER_𝛂_200,10.0
Musical,sales-marketing,0.19,0.225,0.0,25,COVER_𝛂_200,10.0
M_other_Horror,M_18-24_programmer_Comedy,0.03,0.01,0.0,20,TRAD_BY,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.07,0.08,0.0,20,TRAD_BY,10.0
artist,50-55_Drama,0.09,0.11,0.0,20,TRAD_BY,10.0
F_executive-managerial_Drama,M_45-49_executive-managerial_Long,0.105,0.125,0.0,20,TRAD_BY,10.0
M_executive-managerial_Drama,F_homemaker,0.15,0.135,0.0,20,TRAD_BY,10.0
F_Animation,M_45-49_retired_Long,0.19,0.14,0.0,20,TRAD_BY,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.235,0.155,0.0,20,TRAD_BY,10.0
F_Musical,M_25-34_other_Adventure,0.255,0.17,0.0,20,TRAD_BY,10.0
18-24_Long_Musical,F_academic-educator_Long_Drama,0.26,0.2,0.0,20,TRAD_BY,10.0
Musical,M_other_Comedy,0.315,0.215,0.0,20,TRAD_BY,10.0
M_other_Long_Horror,M_18-24_programmer_Comedy,0.315,0.215,0.0,20,TRAD_BY,10.0
F_25-34_Long_Horror,F_25-34_academic-educator,0.32,0.225,0.0,20,TRAD_BY,10.0
artist_Long,M_technician-engineer_Long_Children's,0.32,0.24,0.0,20,TRAD_BY,10.0
M_25-34_lawyer_Long,M_scientist_Action,0.335,0.245,0.0,20,TRAD_BY,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.345,0.305,0.0,20,TRAD_BY,10.0
M_executive-managerial_Long_Action,M_scientist_Long_Action,0.355,0.305,0.0,20,TRAD_BY,10.0
M_25-34_sales-marketing_Long,25-34_Long_Fantasy,0.36,0.305,0.0,20,TRAD_BY,10.0
M_25-34_sales-marketing_Long,executive-managerial_Sci-Fi,0.36,0.335,0.0,20,TRAD_BY,10.0
25-34_Western,M_45-49_executive-managerial_Long,0.385,0.335,0.0,20,TRAD_BY,10.0
other_Horror,academic-educator_Long_Comedy,0.39,0.375,0.0,20,TRAD_BY,10.0
M_other_Horror,M_18-24_programmer_Comedy,0.03,0.01,0.0,20,TRAD_BN,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.07,0.08,0.0,20,TRAD_BN,10.0
artist,50-55_Drama,0.09,0.11,0.0,20,TRAD_BN,10.0
F_executive-managerial_Drama,M_45-49_executive-managerial_Long,0.105,0.125,0.0,20,TRAD_BN,10.0
M_executive-managerial_Drama,F_homemaker,0.15,0.135,0.0,20,TRAD_BN,10.0
F_Animation,M_45-49_retired_Long,0.19,0.14,0.0,20,TRAD_BN,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.235,0.155,0.0,20,TRAD_BN,10.0
F_Musical,M_25-34_other_Adventure,0.255,0.17,0.0,20,TRAD_BN,10.0
18-24_Long_Musical,F_academic-educator_Long_Drama,0.26,0.2,0.0,20,TRAD_BN,10.0
Musical,M_other_Comedy,0.315,0.215,0.0,20,TRAD_BN,10.0
M_other_Long_Horror,M_18-24_programmer_Comedy,0.315,0.215,0.0,20,TRAD_BN,10.0
F_25-34_Long_Horror,F_25-34_academic-educator,0.32,0.225,0.0,20,TRAD_BN,10.0
artist_Long,M_technician-engineer_Long_Children's,0.32,0.24,0.0,20,TRAD_BN,10.0
M_25-34_lawyer_Long,M_scientist_Action,0.335,0.245,0.0,20,TRAD_BN,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.345,0.305,0.0,20,TRAD_BN,10.0
M_executive-managerial_Long_Action,M_scientist_Long_Action,0.355,0.305,0.0,20,TRAD_BN,10.0
M_25-34_sales-marketing_Long,25-34_Long_Fantasy,0.36,0.305,0.0,20,TRAD_BN,10.0
M_25-34_sales-marketing_Long,executive-managerial_Sci-Fi,0.36,0.335,0.0,20,TRAD_BN,10.0
25-34_Western,M_45-49_executive-managerial_Long,0.385,0.335,0.0,20,TRAD_BN,10.0
other_Horror,academic-educator_Long_Comedy,0.39,0.375,0.0,20,TRAD_BN,10.0
25-34_Horror,Long_Crime,0.16,0.24,0.0014468082746562,20,COVER_G_BY,10.0
<18,Long_Romance,0.21,0.385,0.0014673288761634,20,COVER_G_BY,10.0
Musical,sales-marketing,0.3,0.41,0.0,20,COVER_G_BY,10.0
M_Western,25-34_Animation,0.365,0.435,0.000770343283361,20,COVER_G_BY,10.0
clerical-admin_Long,18-24_Drama,0.385,0.5,0.0004609166035862,20,COVER_G_BY,10.0
18-24_Action,F_50-55,0.425,0.51,0.0,20,COVER_G_BY,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.43,0.55,0.0,20,COVER_G_BY,10.0
F_Children's,other_Long_Action,0.455,0.57,0.0,20,COVER_G_BY,10.0
25-34_college-grad student_Long_Action,25-34_Long_War,0.47,0.6,0.0,20,COVER_G_BY,10.0
M_Long_Musical,academic-educator_Drama,0.47,0.645,0.0,20,COVER_G_BY,10.0
M_executive-managerial_Long_Action,25-34_executive-managerial_Comedy,0.495,0.66,0.0,20,COVER_G_BY,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.52,0.665,0.0,20,COVER_G_BY,10.0
M_18-24_Horror,executive-managerial_Long_Sci-Fi,0.525,0.69,0.0,20,COVER_G_BY,10.0
artist_Long,M_technician-engineer_Long_Children's,0.54,0.7,0.0,20,COVER_G_BY,10.0
other_Horror,M_college-grad student_Sci-Fi,0.545,0.72,0.0,20,COVER_G_BY,10.0
M_executive-managerial_Drama,F_homemaker,0.555,0.73,0.0,20,COVER_G_BY,10.0
F_executive-managerial_Drama,M_25-34_programmer,0.56,0.745,0.0,20,COVER_G_BY,10.0
18-24_Long_Adventure,25-34_lawyer_Long,0.57,0.755,0.0,20,COVER_G_BY,10.0
25-34_technician-engineer_Comedy,25-34_academic-educator,0.58,0.765,0.0,20,COVER_G_BY,10.0
M_25-34_sales-marketing,M_35-44_programmer,0.58,0.78,0.0,20,COVER_G_BY,10.0
clerical-admin,M_Long_Crime,0.035,0.195,1.4623472852308372e-05,20,COVER_G_BN,10.0
Musical,sales-marketing,0.19,0.225,0.0,20,COVER_G_BN,10.0
college-grad student_Action,other_Sci-Fi,0.25,0.265,0.0,20,COVER_G_BN,10.0
M_25-34_Long_Western,18-24_Thriller,0.285,0.315,0.0,20,COVER_G_BN,10.0
M_Long_Musical,academic-educator_Drama,0.285,0.38,0.0,20,COVER_G_BN,10.0
K-12 student,25-34_Long_Animation,0.32,0.41,2.143087277428787e-05,20,COVER_G_BN,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.36,0.425,0.0,20,COVER_G_BN,10.0
M_executive-managerial_Drama,F_homemaker,0.395,0.44,0.0,20,COVER_G_BN,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.405,0.48,0.0,20,COVER_G_BN,10.0
M_25-34_sales-marketing_Long,executive-managerial_Sci-Fi,0.41,0.52,0.0,20,COVER_G_BN,10.0
F_Children's,other_Long_Action,0.44,0.525,0.0,20,COVER_G_BN,10.0
18-24_Action,F_50-55,0.46,0.54,0.0,20,COVER_G_BN,10.0
other_Horror,M_college-grad student_Sci-Fi,0.47,0.565,0.0,20,COVER_G_BN,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.475,0.59,0.0,20,COVER_G_BN,10.0
25-34_Romance,35-44_self-employed_Long,0.49,0.605,0.0,20,COVER_G_BN,10.0
18-24_Long_Adventure,25-34_lawyer_Long,0.5,0.62,0.0,20,COVER_G_BN,10.0
artist,50-55_Drama,0.515,0.625,0.0,20,COVER_G_BN,10.0
F_executive-managerial_Drama,M_25-34_programmer,0.52,0.64,0.0,20,COVER_G_BN,10.0
M_executive-managerial_Long_Action,25-34_executive-managerial_Comedy,0.53,0.65,0.0,20,COVER_G_BN,10.0
25-34_technician-engineer_Comedy,25-34_academic-educator,0.54,0.66,0.0,20,COVER_G_BN,10.0
clerical-admin,M_Crime,0.035,0.195,1.4623472852308372e-05,20,COVER_𝛂_100,10.0
Musical,sales-marketing,0.19,0.225,0.0,20,COVER_𝛂_100,10.0
clerical-admin,M_Crime,0.035,0.195,1.4623472852308372e-05,20,COVER_𝛂_200,10.0
Musical,sales-marketing,0.19,0.225,0.0,20,COVER_𝛂_200,10.0
M_other_Horror,M_18-24_programmer_Comedy,0.03,0.01,0.0,15,TRAD_BY,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.07,0.08,0.0,15,TRAD_BY,10.0
artist,50-55_Drama,0.09,0.11,0.0,15,TRAD_BY,10.0
F_executive-managerial_Drama,M_45-49_executive-managerial_Long,0.105,0.125,0.0,15,TRAD_BY,10.0
M_executive-managerial_Drama,F_homemaker,0.15,0.135,0.0,15,TRAD_BY,10.0
F_Animation,M_45-49_retired_Long,0.19,0.14,0.0,15,TRAD_BY,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.235,0.155,0.0,15,TRAD_BY,10.0
F_Musical,M_25-34_other_Adventure,0.255,0.17,0.0,15,TRAD_BY,10.0
18-24_Long_Musical,F_academic-educator_Long_Drama,0.26,0.2,0.0,15,TRAD_BY,10.0
Musical,M_other_Comedy,0.315,0.215,0.0,15,TRAD_BY,10.0
M_other_Long_Horror,M_18-24_programmer_Comedy,0.315,0.215,0.0,15,TRAD_BY,10.0
F_25-34_Long_Horror,F_25-34_academic-educator,0.32,0.225,0.0,15,TRAD_BY,10.0
artist_Long,M_technician-engineer_Long_Children's,0.32,0.24,0.0,15,TRAD_BY,10.0
M_25-34_lawyer_Long,M_scientist_Action,0.335,0.245,0.0,15,TRAD_BY,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.345,0.305,0.0,15,TRAD_BY,10.0
M_other_Horror,M_18-24_programmer_Comedy,0.03,0.01,0.0,15,TRAD_BN,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.07,0.08,0.0,15,TRAD_BN,10.0
artist,50-55_Drama,0.09,0.11,0.0,15,TRAD_BN,10.0
F_executive-managerial_Drama,M_45-49_executive-managerial_Long,0.105,0.125,0.0,15,TRAD_BN,10.0
M_executive-managerial_Drama,F_homemaker,0.15,0.135,0.0,15,TRAD_BN,10.0
F_Animation,M_45-49_retired_Long,0.19,0.14,0.0,15,TRAD_BN,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.235,0.155,0.0,15,TRAD_BN,10.0
F_Musical,M_25-34_other_Adventure,0.255,0.17,0.0,15,TRAD_BN,10.0
18-24_Long_Musical,F_academic-educator_Long_Drama,0.26,0.2,0.0,15,TRAD_BN,10.0
Musical,M_other_Comedy,0.315,0.215,0.0,15,TRAD_BN,10.0
M_other_Long_Horror,M_18-24_programmer_Comedy,0.315,0.215,0.0,15,TRAD_BN,10.0
F_25-34_Long_Horror,F_25-34_academic-educator,0.32,0.225,0.0,15,TRAD_BN,10.0
artist_Long,M_technician-engineer_Long_Children's,0.32,0.24,0.0,15,TRAD_BN,10.0
M_25-34_lawyer_Long,M_scientist_Action,0.335,0.245,0.0,15,TRAD_BN,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.345,0.305,0.0,15,TRAD_BN,10.0
25-34_Horror,Long_Crime,0.16,0.24,0.0014468082746562,15,COVER_G_BY,10.0
<18,Long_Romance,0.21,0.385,0.0014673288761634,15,COVER_G_BY,10.0
Musical,sales-marketing,0.3,0.41,0.0,15,COVER_G_BY,10.0
M_Western,25-34_Animation,0.365,0.435,0.000770343283361,15,COVER_G_BY,10.0
clerical-admin_Long,18-24_Drama,0.385,0.5,0.0004609166035862,15,COVER_G_BY,10.0
18-24_Action,F_50-55,0.425,0.51,0.0,15,COVER_G_BY,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.43,0.55,0.0,15,COVER_G_BY,10.0
F_Children's,other_Long_Action,0.455,0.57,0.0,15,COVER_G_BY,10.0
25-34_college-grad student_Long_Action,25-34_Long_War,0.47,0.6,0.0,15,COVER_G_BY,10.0
M_Long_Musical,academic-educator_Drama,0.47,0.645,0.0,15,COVER_G_BY,10.0
M_executive-managerial_Long_Action,25-34_executive-managerial_Comedy,0.495,0.66,0.0,15,COVER_G_BY,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.52,0.665,0.0,15,COVER_G_BY,10.0
M_18-24_Horror,executive-managerial_Long_Sci-Fi,0.525,0.69,0.0,15,COVER_G_BY,10.0
artist_Long,M_technician-engineer_Long_Children's,0.54,0.7,0.0,15,COVER_G_BY,10.0
other_Horror,M_college-grad student_Sci-Fi,0.545,0.72,0.0,15,COVER_G_BY,10.0
clerical-admin,M_Long_Crime,0.035,0.195,1.4623472852308372e-05,15,COVER_G_BN,10.0
Musical,sales-marketing,0.19,0.225,0.0,15,COVER_G_BN,10.0
college-grad student_Action,other_Sci-Fi,0.25,0.265,0.0,15,COVER_G_BN,10.0
M_25-34_Long_Western,18-24_Thriller,0.285,0.315,0.0,15,COVER_G_BN,10.0
M_Long_Musical,academic-educator_Drama,0.285,0.38,0.0,15,COVER_G_BN,10.0
K-12 student,25-34_Long_Animation,0.32,0.41,2.143087277428787e-05,15,COVER_G_BN,10.0
M_18-24_Long_Sci-Fi,35-44_writer,0.36,0.425,0.0,15,COVER_G_BN,10.0
M_executive-managerial_Drama,F_homemaker,0.395,0.44,0.0,15,COVER_G_BN,10.0
M_25-34_technician-engineer_Action,M_18-24_college-grad student_Comedy,0.405,0.48,0.0,15,COVER_G_BN,10.0
M_25-34_sales-marketing_Long,executive-managerial_Sci-Fi,0.41,0.52,0.0,15,COVER_G_BN,10.0
F_Children's,other_Long_Action,0.44,0.525,0.0,15,COVER_G_BN,10.0
18-24_Action,F_50-55,0.46,0.54,0.0,15,COVER_G_BN,10.0
other_Horror,M_college-grad student_Sci-Fi,0.47,0.565,0.0,15,COVER_G_BN,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.475,0.59,0.0,15,COVER_G_BN,10.0
25-34_Romance,35-44_self-employed_Long,0.49,0.605,0.0,15,COVER_G_BN,10.0
clerical-admin,M_Crime,0.035,0.195,1.4623472852308372e-05,15,COVER_𝛂_100,10.0
Musical,sales-marketing,0.19,0.225,0.0,15,COVER_𝛂_100,10.0
clerical-admin,M_Crime,0.035,0.195,1.4623472852308372e-05,15,COVER_𝛂_200,10.0
Musical,sales-marketing,0.19,0.225,0.0,15,COVER_𝛂_200,10.0
M_other_Horror,M_18-24_programmer_Comedy,0.03,0.01,0.0,10,TRAD_BY,10.0
M_18-24_Long_Horror,25-34_Fantasy,0.07,0.08,0.0,10,TRAD_BY,10.0
artist,50-55_Drama,0.09,0.11,0.0,10,TRAD_BY,10.0
F_executive-managerial_Drama,M_45-49_executive-managerial_Long,0.105,0.125,0.0,10,TRAD_BY,10.0
M_executive-managerial_Drama,F_homemaker,0.15,0.135,0.0,10,TRAD_BY,10.0
