group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples
30-34,40-44,0.2327044025157232,0.2728260869565217,2.310318752648307e-30,20,TRAD_BY,10.0
560201,110401,0.2528301886792453,0.2728260869565217,2.442483664856312e-20,20,TRAD_BY,10.0
50-54,25-29,0.3069182389937107,0.3597826086956521,4.559692890293309e-20,20,TRAD_BY,10.0
35-39_120103,110401,0.3295597484276729,0.3597826086956521,1.416379905456739e-10,20,TRAD_BY,10.0
560402,100201,0.350943396226415,0.3858695652173913,1.193331373510883e-07,20,TRAD_BY,10.0
30-34_110401,60-64,0.350943396226415,0.4065217391304347,1.070779912422304e-06,20,TRAD_BY,10.0
120110,60-64,0.3698113207547169,0.4065217391304347,2.7881423236475e-06,20,TRAD_BY,10.0
35-39_130315,35-39_100312,0.389937106918239,0.4293478260869565,1.1067080944833589e-05,20,TRAD_BY,10.0
530101,>65,0.4238993710691824,0.4597826086956522,1.3312827242393128e-05,20,TRAD_BY,10.0
110504,110404,0.4238993710691824,0.4728260869565217,1.8731217479912728e-05,20,TRAD_BY,10.0
35-39_130315,500210,0.4238993710691824,0.4891304347826087,4.3508207844994685e-05,20,TRAD_BY,10.0
110515,130204,0.4352201257861635,0.5271739130434783,7.28093041696205e-05,20,TRAD_BY,10.0
100507,60-64,0.4566037735849056,0.5271739130434783,9.94670552762392e-05,20,TRAD_BY,10.0
30-34_110401,100201,0.4566037735849056,0.5271739130434783,0.0001180166099951,20,TRAD_BY,10.0
110504,560402,0.4566037735849056,0.533695652173913,0.0001473331532423,20,TRAD_BY,10.0
45-49_110411,100205,0.4716981132075472,0.5728260869565217,0.0001507504112655,20,TRAD_BY,10.0
560402,35-39_110411,0.4716981132075472,0.5826086956521739,0.0001825133896546,20,TRAD_BY,10.0
30-34_110411,>65,0.4716981132075472,0.5826086956521739,0.0001951295797206,20,TRAD_BY,10.0
560402,530103,0.4716981132075472,0.592391304347826,0.0002013147738087,20,TRAD_BY,10.0
110504,110401,0.0452830188679245,0.1152173913043478,2.410570479816242e-43,20,TRAD_BN,10.0
30-34,40-44,0.2327044025157232,0.2728260869565217,2.310318752648307e-30,20,TRAD_BN,10.0
560201,110401,0.2528301886792453,0.2728260869565217,2.442483664856312e-20,20,TRAD_BN,10.0
50-54,25-29,0.3069182389937107,0.3597826086956521,4.559692890293309e-20,20,TRAD_BN,10.0
35-39_120103,110401,0.3295597484276729,0.3597826086956521,1.416379905456739e-10,20,TRAD_BN,10.0
560402,100201,0.350943396226415,0.3858695652173913,1.193331373510883e-07,20,TRAD_BN,10.0
30-34_110401,60-64,0.350943396226415,0.4065217391304347,1.070779912422304e-06,20,TRAD_BN,10.0
120110,60-64,0.3698113207547169,0.4065217391304347,2.7881423236475e-06,20,TRAD_BN,10.0
35-39_130315,35-39_100312,0.389937106918239,0.4293478260869565,1.1067080944833589e-05,20,TRAD_BN,10.0
530101,>65,0.4238993710691824,0.4597826086956522,1.3312827242393128e-05,20,TRAD_BN,10.0
110504,110404,0.4238993710691824,0.4728260869565217,1.8731217479912728e-05,20,TRAD_BN,10.0
35-39_130315,500210,0.4238993710691824,0.4891304347826087,4.3508207844994685e-05,20,TRAD_BN,10.0
110515,130204,0.4352201257861635,0.5271739130434783,7.28093041696205e-05,20,TRAD_BN,10.0
100507,60-64,0.4566037735849056,0.5271739130434783,9.94670552762392e-05,20,TRAD_BN,10.0
30-34_110401,100201,0.4566037735849056,0.5271739130434783,0.0001180166099951,20,TRAD_BN,10.0
110504,560402,0.4566037735849056,0.533695652173913,0.0001473331532423,20,TRAD_BN,10.0
45-49_110411,100205,0.4716981132075472,0.5728260869565217,0.0001507504112655,20,TRAD_BN,10.0
560402,35-39_110411,0.4716981132075472,0.5826086956521739,0.0001825133896546,20,TRAD_BN,10.0
30-34_110411,>65,0.4716981132075472,0.5826086956521739,0.0001951295797206,20,TRAD_BN,10.0
560402,530103,0.4716981132075472,0.592391304347826,0.0002013147738087,20,TRAD_BN,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,20,COVER_G_BY,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,20,COVER_G_BY,10.0
130205,100205,0.2830188679245283,0.3717391304347826,0.0014372981295036,20,COVER_G_BY,10.0
100312,130106,0.3257861635220125,0.4163043478260869,0.0027899121699167,20,COVER_G_BY,10.0
110504,110401,0.350943396226415,0.4630434782608695,2.410570479816242e-43,20,COVER_G_BY,10.0
530101,>65,0.3811320754716981,0.4891304347826087,1.3312827242393128e-05,20,COVER_G_BY,10.0
110515,130204,0.3911949685534591,0.5271739130434783,7.28093041696205e-05,20,COVER_G_BY,10.0
100507,60-64,0.4150943396226415,0.5456521739130434,9.94670552762392e-05,20,COVER_G_BY,10.0
560402,100201,0.4389937106918239,0.5608695652173913,1.193331373510883e-07,20,COVER_G_BY,10.0
35-39_130315,500210,0.4578616352201258,0.5782608695652174,4.3508207844994685e-05,20,COVER_G_BY,10.0
120108,35-39_100312,0.4716981132075472,0.5902173913043478,0.0005357809442158,20,COVER_G_BY,10.0
110119,100201,0.4930817610062893,0.5902173913043478,0.0013204533397422,20,COVER_G_BY,10.0
120110,60-64,0.5106918238993711,0.5902173913043478,2.7881423236475e-06,20,COVER_G_BY,10.0
45-49_110411,100205,0.5257861635220126,0.5902173913043478,0.0001507504112655,20,COVER_G_BY,10.0
30-34_110401,100507,0.5257861635220126,0.6010869565217392,0.0014164593687157,20,COVER_G_BY,10.0
110506,130106,0.5383647798742138,0.6010869565217392,0.0021774688603673,20,COVER_G_BY,10.0
560201,110401,0.549685534591195,0.6010869565217392,2.442483664856312e-20,20,COVER_G_BY,10.0
560402,35-39_110411,0.549685534591195,0.6108695652173913,0.0001825133896546,20,COVER_G_BY,10.0
560402,530103,0.549685534591195,0.6206521739130435,0.0002013147738087,20,COVER_G_BY,10.0
35-39_120103,110401,0.5584905660377358,0.6206521739130435,1.416379905456739e-10,20,COVER_G_BY,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,20,COVER_G_BN,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,20,COVER_G_BN,10.0
45-49_110411,100205,0.2754716981132075,0.3717391304347826,0.0001507504112655,20,COVER_G_BN,10.0
110504,110401,0.3031446540880503,0.425,2.410570479816242e-43,20,COVER_G_BN,10.0
530101,>65,0.3383647798742138,0.4543478260869565,1.3312827242393128e-05,20,COVER_G_BN,10.0
110515,130204,0.350943396226415,0.4967391304347826,7.28093041696205e-05,20,COVER_G_BN,10.0
100507,60-64,0.379874213836478,0.5152173913043478,9.94670552762392e-05,20,COVER_G_BN,10.0
35-39_130315,500210,0.4037735849056604,0.532608695652174,4.3508207844994685e-05,20,COVER_G_BN,10.0
560402,100201,0.4264150943396226,0.5478260869565217,1.193331373510883e-07,20,COVER_G_BN,10.0
120108,35-39_100312,0.440251572327044,0.5597826086956522,0.0005357809442158,20,COVER_G_BN,10.0
120110,60-64,0.4591194968553459,0.5597826086956522,2.7881423236475e-06,20,COVER_G_BN,10.0
560201,110401,0.4716981132075472,0.5597826086956522,2.442483664856312e-20,20,COVER_G_BN,10.0
35-39_120103,110401,0.4842767295597484,0.5597826086956522,1.416379905456739e-10,20,COVER_G_BN,10.0
560402,35-39_110411,0.4842767295597484,0.5695652173913044,0.0001825133896546,20,COVER_G_BN,10.0
560402,530103,0.4842767295597484,0.5793478260869566,0.0002013147738087,20,COVER_G_BN,10.0
110504,110404,0.4842767295597484,0.5858695652173913,1.8731217479912728e-05,20,COVER_G_BN,10.0
110504,560402,0.4842767295597484,0.592391304347826,0.0001473331532423,20,COVER_G_BN,10.0
35-39_130315,110119,0.4842767295597484,0.5989130434782609,0.0005129521665906,20,COVER_G_BN,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,20,COVER_𝛂_20,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,20,COVER_𝛂_20,10.0
45-49_110411,100205,0.2754716981132075,0.3717391304347826,0.0001507504112655,20,COVER_𝛂_20,10.0
110504,110401,0.3031446540880503,0.425,2.410570479816242e-43,20,COVER_𝛂_20,10.0
530101,>65,0.3383647798742138,0.4543478260869565,1.3312827242393128e-05,20,COVER_𝛂_20,10.0
110515,130204,0.350943396226415,0.4967391304347826,7.28093041696205e-05,20,COVER_𝛂_20,10.0
100507,60-64,0.379874213836478,0.5152173913043478,9.94670552762392e-05,20,COVER_𝛂_20,10.0
35-39_130315,500210,0.4037735849056604,0.532608695652174,4.3508207844994685e-05,20,COVER_𝛂_20,10.0
560402,100201,0.4264150943396226,0.5478260869565217,1.193331373510883e-07,20,COVER_𝛂_20,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,20,COVER_𝛂_50,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,20,COVER_𝛂_50,10.0
45-49_110411,100205,0.2754716981132075,0.3717391304347826,0.0001507504112655,20,COVER_𝛂_50,10.0
110504,110401,0.3031446540880503,0.425,2.410570479816242e-43,20,COVER_𝛂_50,10.0
530101,>65,0.3383647798742138,0.4543478260869565,1.3312827242393128e-05,20,COVER_𝛂_50,10.0
110515,130204,0.350943396226415,0.4967391304347826,7.28093041696205e-05,20,COVER_𝛂_50,10.0
100507,60-64,0.379874213836478,0.5152173913043478,9.94670552762392e-05,20,COVER_𝛂_50,10.0
35-39_130315,500210,0.4037735849056604,0.532608695652174,4.3508207844994685e-05,20,COVER_𝛂_50,10.0
560402,100201,0.4264150943396226,0.5478260869565217,1.193331373510883e-07,20,COVER_𝛂_50,10.0
120110,60-64,0.4465408805031446,0.5478260869565217,2.7881423236475e-06,20,COVER_𝛂_50,10.0
35-39_130315,35-39_100312,0.4465408805031446,0.5597826086956522,1.1067080944833589e-05,20,COVER_𝛂_50,10.0
35-39_120103,110401,0.4591194968553459,0.5597826086956522,1.416379905456739e-10,20,COVER_𝛂_50,10.0
560201,110401,0.4716981132075472,0.5597826086956522,2.442483664856312e-20,20,COVER_𝛂_50,10.0
110504,110404,0.4716981132075472,0.566304347826087,1.8731217479912728e-05,20,COVER_𝛂_50,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,20,COVER_𝛂_100,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,20,COVER_𝛂_100,10.0
110504,110401,0.2880503144654088,0.3597826086956521,2.410570479816242e-43,20,COVER_𝛂_100,10.0
110515,130204,0.30062893081761,0.4119565217391304,7.28093041696205e-05,20,COVER_𝛂_100,10.0
530101,>65,0.3358490566037735,0.4423913043478261,1.3312827242393128e-05,20,COVER_𝛂_100,10.0
35-39_130315,35-39_100312,0.3622641509433962,0.4630434782608695,1.1067080944833589e-05,20,COVER_𝛂_100,10.0
560402,100201,0.3874213836477987,0.483695652173913,1.193331373510883e-07,20,COVER_𝛂_100,10.0
120110,60-64,0.4075471698113208,0.5032608695652174,2.7881423236475e-06,20,COVER_𝛂_100,10.0
35-39_120103,110401,0.4226415094339623,0.5032608695652174,1.416379905456739e-10,20,COVER_𝛂_100,10.0
560201,110401,0.4352201257861635,0.5032608695652174,2.442483664856312e-20,20,COVER_𝛂_100,10.0
110504,110404,0.4352201257861635,0.5119565217391304,1.8731217479912728e-05,20,COVER_𝛂_100,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,20,COVER_𝛂_200,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,20,COVER_𝛂_200,10.0
110504,110401,0.2880503144654088,0.3597826086956521,2.410570479816242e-43,20,COVER_𝛂_200,10.0
530101,>65,0.3232704402515723,0.3902173913043478,1.3312827242393128e-05,20,COVER_𝛂_200,10.0
560402,100201,0.3496855345911949,0.4163043478260869,1.193331373510883e-07,20,COVER_𝛂_200,10.0
35-39_130315,35-39_100312,0.3761006289308176,0.4391304347826087,1.1067080944833589e-05,20,COVER_𝛂_200,10.0
120110,60-64,0.3962264150943396,0.4597826086956522,2.7881423236475e-06,20,COVER_𝛂_200,10.0
35-39_120103,110401,0.4113207547169811,0.4597826086956522,1.416379905456739e-10,20,COVER_𝛂_200,10.0
110504,110404,0.4113207547169811,0.4728260869565217,1.8731217479912728e-05,20,COVER_𝛂_200,10.0
560201,110401,0.4238993710691824,0.4728260869565217,2.442483664856312e-20,20,COVER_𝛂_200,10.0
110504,110401,0.0452830188679245,0.1152173913043478,2.410570479816242e-43,15,TRAD_BY,10.0
30-34,40-44,0.2327044025157232,0.2728260869565217,2.310318752648307e-30,15,TRAD_BY,10.0
560201,110401,0.2528301886792453,0.2728260869565217,2.442483664856312e-20,15,TRAD_BY,10.0
50-54,25-29,0.3069182389937107,0.3597826086956521,4.559692890293309e-20,15,TRAD_BY,10.0
35-39_120103,110401,0.3295597484276729,0.3597826086956521,1.416379905456739e-10,15,TRAD_BY,10.0
560402,100201,0.350943396226415,0.3858695652173913,1.193331373510883e-07,15,TRAD_BY,10.0
30-34_110401,60-64,0.350943396226415,0.4065217391304347,1.070779912422304e-06,15,TRAD_BY,10.0
120110,60-64,0.3698113207547169,0.4065217391304347,2.7881423236475e-06,15,TRAD_BY,10.0
35-39_130315,35-39_100312,0.389937106918239,0.4293478260869565,1.1067080944833589e-05,15,TRAD_BY,10.0
530101,>65,0.4238993710691824,0.4597826086956522,1.3312827242393128e-05,15,TRAD_BY,10.0
110504,110404,0.4238993710691824,0.4728260869565217,1.8731217479912728e-05,15,TRAD_BY,10.0
35-39_130315,500210,0.4238993710691824,0.4891304347826087,4.3508207844994685e-05,15,TRAD_BY,10.0
110515,130204,0.4352201257861635,0.5271739130434783,7.28093041696205e-05,15,TRAD_BY,10.0
100507,60-64,0.4566037735849056,0.5271739130434783,9.94670552762392e-05,15,TRAD_BY,10.0
30-34_110401,100201,0.4566037735849056,0.5271739130434783,0.0001180166099951,15,TRAD_BY,10.0
110504,110401,0.0452830188679245,0.1152173913043478,2.410570479816242e-43,15,TRAD_BN,10.0
30-34,40-44,0.2327044025157232,0.2728260869565217,2.310318752648307e-30,15,TRAD_BN,10.0
560201,110401,0.2528301886792453,0.2728260869565217,2.442483664856312e-20,15,TRAD_BN,10.0
50-54,25-29,0.3069182389937107,0.3597826086956521,4.559692890293309e-20,15,TRAD_BN,10.0
35-39_120103,110401,0.3295597484276729,0.3597826086956521,1.416379905456739e-10,15,TRAD_BN,10.0
560402,100201,0.350943396226415,0.3858695652173913,1.193331373510883e-07,15,TRAD_BN,10.0
30-34_110401,60-64,0.350943396226415,0.4065217391304347,1.070779912422304e-06,15,TRAD_BN,10.0
120110,60-64,0.3698113207547169,0.4065217391304347,2.7881423236475e-06,15,TRAD_BN,10.0
35-39_130315,35-39_100312,0.389937106918239,0.4293478260869565,1.1067080944833589e-05,15,TRAD_BN,10.0
530101,>65,0.4238993710691824,0.4597826086956522,1.3312827242393128e-05,15,TRAD_BN,10.0
110504,110404,0.4238993710691824,0.4728260869565217,1.8731217479912728e-05,15,TRAD_BN,10.0
35-39_130315,500210,0.4238993710691824,0.4891304347826087,4.3508207844994685e-05,15,TRAD_BN,10.0
110515,130204,0.4352201257861635,0.5271739130434783,7.28093041696205e-05,15,TRAD_BN,10.0
100507,60-64,0.4566037735849056,0.5271739130434783,9.94670552762392e-05,15,TRAD_BN,10.0
30-34_110401,100201,0.4566037735849056,0.5271739130434783,0.0001180166099951,15,TRAD_BN,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,15,COVER_G_BY,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,15,COVER_G_BY,10.0
130205,100205,0.2830188679245283,0.3717391304347826,0.0014372981295036,15,COVER_G_BY,10.0
100312,130106,0.3257861635220125,0.4163043478260869,0.0027899121699167,15,COVER_G_BY,10.0
110504,110401,0.350943396226415,0.4630434782608695,2.410570479816242e-43,15,COVER_G_BY,10.0
530101,>65,0.3811320754716981,0.4891304347826087,1.3312827242393128e-05,15,COVER_G_BY,10.0
110515,130204,0.3911949685534591,0.5271739130434783,7.28093041696205e-05,15,COVER_G_BY,10.0
100507,60-64,0.4150943396226415,0.5456521739130434,9.94670552762392e-05,15,COVER_G_BY,10.0
560402,100201,0.4389937106918239,0.5608695652173913,1.193331373510883e-07,15,COVER_G_BY,10.0
35-39_130315,500210,0.4578616352201258,0.5782608695652174,4.3508207844994685e-05,15,COVER_G_BY,10.0
120108,35-39_100312,0.4716981132075472,0.5902173913043478,0.0005357809442158,15,COVER_G_BY,10.0
110119,100201,0.4930817610062893,0.5902173913043478,0.0013204533397422,15,COVER_G_BY,10.0
120110,60-64,0.5106918238993711,0.5902173913043478,2.7881423236475e-06,15,COVER_G_BY,10.0
45-49_110411,100205,0.5257861635220126,0.5902173913043478,0.0001507504112655,15,COVER_G_BY,10.0
30-34_110401,100507,0.5257861635220126,0.6010869565217392,0.0014164593687157,15,COVER_G_BY,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,15,COVER_G_BN,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,15,COVER_G_BN,10.0
45-49_110411,100205,0.2754716981132075,0.3717391304347826,0.0001507504112655,15,COVER_G_BN,10.0
110504,110401,0.3031446540880503,0.425,2.410570479816242e-43,15,COVER_G_BN,10.0
530101,>65,0.3383647798742138,0.4543478260869565,1.3312827242393128e-05,15,COVER_G_BN,10.0
110515,130204,0.350943396226415,0.4967391304347826,7.28093041696205e-05,15,COVER_G_BN,10.0
100507,60-64,0.379874213836478,0.5152173913043478,9.94670552762392e-05,15,COVER_G_BN,10.0
35-39_130315,500210,0.4037735849056604,0.532608695652174,4.3508207844994685e-05,15,COVER_G_BN,10.0
560402,100201,0.4264150943396226,0.5478260869565217,1.193331373510883e-07,15,COVER_G_BN,10.0
120108,35-39_100312,0.440251572327044,0.5597826086956522,0.0005357809442158,15,COVER_G_BN,10.0
120110,60-64,0.4591194968553459,0.5597826086956522,2.7881423236475e-06,15,COVER_G_BN,10.0
560201,110401,0.4716981132075472,0.5597826086956522,2.442483664856312e-20,15,COVER_G_BN,10.0
35-39_120103,110401,0.4842767295597484,0.5597826086956522,1.416379905456739e-10,15,COVER_G_BN,10.0
560402,35-39_110411,0.4842767295597484,0.5695652173913044,0.0001825133896546,15,COVER_G_BN,10.0
560402,530103,0.4842767295597484,0.5793478260869566,0.0002013147738087,15,COVER_G_BN,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,15,COVER_𝛂_20,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,15,COVER_𝛂_20,10.0
45-49_110411,100205,0.2754716981132075,0.3717391304347826,0.0001507504112655,15,COVER_𝛂_20,10.0
110504,110401,0.3031446540880503,0.425,2.410570479816242e-43,15,COVER_𝛂_20,10.0
530101,>65,0.3383647798742138,0.4543478260869565,1.3312827242393128e-05,15,COVER_𝛂_20,10.0
110515,130204,0.350943396226415,0.4967391304347826,7.28093041696205e-05,15,COVER_𝛂_20,10.0
100507,60-64,0.379874213836478,0.5152173913043478,9.94670552762392e-05,15,COVER_𝛂_20,10.0
35-39_130315,500210,0.4037735849056604,0.532608695652174,4.3508207844994685e-05,15,COVER_𝛂_20,10.0
560402,100201,0.4264150943396226,0.5478260869565217,1.193331373510883e-07,15,COVER_𝛂_20,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,15,COVER_𝛂_50,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,15,COVER_𝛂_50,10.0
45-49_110411,100205,0.2754716981132075,0.3717391304347826,0.0001507504112655,15,COVER_𝛂_50,10.0
110504,110401,0.3031446540880503,0.425,2.410570479816242e-43,15,COVER_𝛂_50,10.0
530101,>65,0.3383647798742138,0.4543478260869565,1.3312827242393128e-05,15,COVER_𝛂_50,10.0
110515,130204,0.350943396226415,0.4967391304347826,7.28093041696205e-05,15,COVER_𝛂_50,10.0
100507,60-64,0.379874213836478,0.5152173913043478,9.94670552762392e-05,15,COVER_𝛂_50,10.0
35-39_130315,500210,0.4037735849056604,0.532608695652174,4.3508207844994685e-05,15,COVER_𝛂_50,10.0
560402,100201,0.4264150943396226,0.5478260869565217,1.193331373510883e-07,15,COVER_𝛂_50,10.0
120110,60-64,0.4465408805031446,0.5478260869565217,2.7881423236475e-06,15,COVER_𝛂_50,10.0
35-39_130315,35-39_100312,0.4465408805031446,0.5597826086956522,1.1067080944833589e-05,15,COVER_𝛂_50,10.0
35-39_120103,110401,0.4591194968553459,0.5597826086956522,1.416379905456739e-10,15,COVER_𝛂_50,10.0
560201,110401,0.4716981132075472,0.5597826086956522,2.442483664856312e-20,15,COVER_𝛂_50,10.0
110504,110404,0.4716981132075472,0.566304347826087,1.8731217479912728e-05,15,COVER_𝛂_50,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,15,COVER_𝛂_100,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,15,COVER_𝛂_100,10.0
110504,110401,0.2880503144654088,0.3597826086956521,2.410570479816242e-43,15,COVER_𝛂_100,10.0
110515,130204,0.30062893081761,0.4119565217391304,7.28093041696205e-05,15,COVER_𝛂_100,10.0
530101,>65,0.3358490566037735,0.4423913043478261,1.3312827242393128e-05,15,COVER_𝛂_100,10.0
35-39_130315,35-39_100312,0.3622641509433962,0.4630434782608695,1.1067080944833589e-05,15,COVER_𝛂_100,10.0
560402,100201,0.3874213836477987,0.483695652173913,1.193331373510883e-07,15,COVER_𝛂_100,10.0
120110,60-64,0.4075471698113208,0.5032608695652174,2.7881423236475e-06,15,COVER_𝛂_100,10.0
35-39_120103,110401,0.4226415094339623,0.5032608695652174,1.416379905456739e-10,15,COVER_𝛂_100,10.0
560201,110401,0.4352201257861635,0.5032608695652174,2.442483664856312e-20,15,COVER_𝛂_100,10.0
110504,110404,0.4352201257861635,0.5119565217391304,1.8731217479912728e-05,15,COVER_𝛂_100,10.0
30-34,40-44,0.2,0.1826086956521739,2.310318752648307e-30,15,COVER_𝛂_200,10.0
50-54,25-29,0.260377358490566,0.2815217391304347,4.559692890293309e-20,15,COVER_𝛂_200,10.0
